label,text
1,Chilindron
1,Beignets râpés lorrains
2,Bettelmann (mendiant aux cerises noires)
1,Bruschetta Mont Blanc
2,MARBRÉ AUX NOIX ET AU RHUM
1,"Saumon au four, tomates et courgettes"
0,"Soupe d'été de Jeanne (concombre, menthe et chèvre)"
2,Dessert frais à la mangue
1,Papillotes de cabillaud croustillantes
1,Tartiflette au reblochon ou à la cancoillotte
1,Tarte provençale au potimarron
0,Pain des bords de mer : thon crevette
0,Verrine de faisselle au saumon
1,Soupe veloutée à la courge
2,Pamplemousses meringués
2,Gâteau aux pommes et aux groseilles façon Papyrus
2,Soupe épicée à l'orange
2,Pudding au chocolat à ma façon
2,Véritables gâteaux de Metz
0,Soupe crémeuse au persil glacée
0,Mille feuilles méridional
2,"Crumble pommes, poires et bananes"
1,Tarte cigale
2,Tarte tatin à la banane flambée
1,Flan de courgettes aux saucisses
1,Soupe aux ramen
1,Gambas au vin blanc
1,Soupe de chou portugaise
1,Ma quiche campagnarde express
1,Endives au gratin
1,Filet de boeuf en croûte (facile)
0,Profiteroles de chèvre frais à la vinaigrette du soleil
1,Côtelettes à l'berdouille (spécialité montoise)
2,Gâteau vert
1,Sauté de porc au caramel
0,Quiche au saumon et au cantal
2,Beignets de Carnaval (fasenachtskiechle)
0,Soupe d'anguille
0,Velouté de fenouil et coquilles saint jacques
1,Carbonade de veau
1,Magrets sauce périgourdine
1,Pain de ratatouille
0,Tomates mozzarella aux figues fraîches
1,"Mokh chorba (soupe aux haricots mungo, ouzbékistan)"
1,Tarte crémeuse saumon brocolis poireaux
0,Galettes de crevettes à la tonkinoise
1,Cake de la châtaigneraie (marrons et cantal)
1,Poulet au Marsala
2,Coupe au chocolat et confit de poires
1,Gratin de carottes et pommes de terre au boursin
1,Poulet moelleux au four à l'ail
0,Soupe de sarrasin
2,Riz au lait d'un boulanger
1,Poulet mariné au barbecue
2,Gratin aux fruits rouges
1,Bagna cauda
0,Trio de Verrines exceptionnelles
1,Socca niçoise au four
0,Oeufs au vin rouge et au lard
2,Cake pommes pistaches
2,Pains au chocolat aux amandes
0,Toasts rapides au chèvre
1,Assiette savoyarde rapide
2,Mousse au café simple
1,Lotte sauce crème massala
2,"Flan aux pommes, cannelle, raisins"
2,Entremets à la gelée de groseilles
1,Mignon de porc aux brocolis
2,Bugnes (craquantes et sans beurre)
1,Gratin de poisson au curcuma
2,Crèmes soufflées à l'orange
0,Soupe de tomates au gingembre
1,Crêpes hot-dog
0,Salade composée au pamplemousse rose
2,Coupe crémeuse à la poire et au spéculoos
1,Pavé de thon au pesto
1,Coq au vin blanc facile
1,Lasagnes au jambon et aux champignons
1,Soupe au poireau et son oeuf poché
1,MOUSSAKA facile et rapide (restes boeuf - riz)
1,Risotto aux truffes et à la moelle
2,"Trio de fruits (grenade, banane et pomme) au fromage blanc"
2,Charlotte à l'ananas
2,Soupe de fruits rouges à l'anis
1,Cuisses de lapin farcies au cerfeuil
2,Gâteau à l'abricot de mon Papy
0,Quiche poireaux - pommes de terre
1,Lentilles corail au curcuma
1,Gigot bitume
0,"Quiche tomates, lardon, mozzarella"
0,Brouchketta (Liban)
1,Côtes de porc et purée de tomates confites
2,Tiramisu pêches cookies
1,Curry de poisson et crevettes
0,Saucisse morteau gratinée à la tomate
1,Pavés de saumon au curry
1,Riz à la forestière
1,Pâtes au jambonneau et à la tomate
1,Gratin de fruits de mer façon Irène
1,Crevettes créoles
2,Tiramisu aux mandarines
1,Pâtes au thon et au poivron
0,Brick au saumon fumé et poireaux
1,Saumon à la crème d'aneth et d'agrumes
2,Pêches et framboises en sabayon
1,Poulet à la confiture de figues et au gingembre
0,Filets de rougets rôtis à l'anis et toasts de chèvre chaud
2,Charlottes aux bananes et à la noix de coco
1,Gratin de poulet au chèvre
2,Pain d'épices (sans oeufs!)
1,"Timbale de riz et crevettes, sauce au chèvre"
1,Crevettes au miel et au gingembre
2,Gâteau tôt fait aux brisures de chocolat
2,Comment recycler des pêches abimées
1,Salade de tagliatelles au surimi
0,Salade d'automne rapide
2,Perles de coco
2,Fruits à l'eau de vie
2,Crème chocolat aux épices
2,Crêpes fourrées à la crème de citron soufflée
2,Compote de figues et abricots
2,Pain d'anis  (Alsace)
2,Charlotte choco-framboises
0,Salade de farfalles au saumon
1,Risotto facile aux champignons de Paris
2,Compote pommes et fruits rouges
1,Chop suey (poulet ou porc)
0,Flan de légumes express
2,Gâteau de florence
2,Oeuf kinder et mousse au chocolat
1,Orangines - arrancini ( boulettes de riz à la viande )
1,Stir fry de porc aux nouilles (Chine)
0,Poêlée d'oeufs durs aux oignons
2,Tarte au Chocolat et aux 3 coques
1,Cuisse de canard confite au cidre
2,Mousse de la passion
2,Tarte pomme et frangipane
0,Mousse de foies de volaille au pain d'épices
2,Tarte au melon
2,Crêpes Suzettes flambées au Grand Marnier
1,Poulet Marengo revu
0,Riz pilaf au safran et aux olives
0,Pain perdu au foie gras acidulé
2,Ananas à l'orange
0,Tarte d'hiver chou/pommes de terre
0,Tarte au fromage fondante (gouda tomate)
1,Courge gratinée façon exotique
1,Pimientos farcis à la viande
2,MOUSSE AU CHOCOLAT NOIX DE COCO
1,Andouillettes aux pommes de terre
0,Quiche au fromage hyper facile
2,Bricks aux poires et pain d'épices
0,Soufflé de thon au pesto
1,Crumble de légumes sur poulet au safran
2,Tatin de pommes à la russe
0,Flan de tomates et chèvre
1,Poulet oriental
1,Lapin en gelée
1,Ragoût breton de saucisses bon et pas cher
1,"Quiche feta, courgette et viande hachée"
2,Gâteau chocolat et nougatine
1,Pizza raclette
2,Tiramisu fraises/macarons
0,Moules gratinées aux épinards et au roquefort
1,Thon rôti à l'ail
1,Cake au jambon et au fromage
0,Tarte au saumon et tartare
0,Aumônières de chèvre chaud
1,Mon filet mignon aux pruneaux et aux champignons
1,Ragout caraïbes
2,Gâteau délice poire chocolat
0,Mille-feuilles d'aubergine au chèvre et miel épicé
0,Tapas de tomates marinées
0,Potage au thym et à l'ail
2,Mousse à la groseille
2,Pommes farcies
1,Aiguillettes de poulet façon grenouilles
1,Oeufs miroir au yaourt et ail
2,Petits choux rhum raisin
0,Clam Chowder
1,LAPIN A LA PROVENCALE (façon MariO)
0,Terrine de poulet au citron et à la coriande
1,Tarte salée aux tomates et poivrons
2,Tiramisu poires-caramel
1,Gratin de poisson facile
2,Gâteau yaourt aux clémentines
1,Salade de pâtes au yaourt
0,Soufflé au gruyère en coque de tomate
0,Salade de mâche aux amandes et aux poivrons marinés
1,Clafoutis aux courgettes et au jambon
1,Raie aux câpres
1,Escalopes en papillotes
1,Filets de Loup à la provençale
1,Nath'burger
1,Poulet de Hyderabad
1,Welsh complet (Grande-Bretagne)
2,Mousse au chocolat blanc sur lit de fraises
1,Terrine de pot au feu froid
1,"Boeuf braisé au riz, aux épinards et aux tomates"
1,Quiche au poulet improvisée
1,Ta'ameya
1,Pâtisson surprise des îles
2,Framboises/mascarpone façon crumble
1,Hachis parmentier et sa fondue de poireaux
2,Pomme fourrée à la poudre de noisette
2,Le Gargouillot (clafouti d'antan...)
1,Lasagnes à la ratatouille et au fromage
2,Gâteau des rois provençal (noix et noisettes)
1,Chorba algéroise d'Avicenne
1,Navarin d'agneau
1,Curry de boeuf à l'orange
1,Dinde au madère
1,Jésus de Morteau à la vigneronne
0,Terrine de courgettes et de thon au basilic
0,Chou rouge aux grains d'anis vert
0,Pain classique à la machine à pain
2,Flan coco délicieux
2,Gâteau au yaourt facile
1,Waterzooi à la Gantoise (Belgique)
1,Gratin de spaghettis au jambon et à la ricotta
1,Gratin de salsifis aux lardons
1,Burger Rossini (foie gras)
1,Tarte parmentière
0,TATIN DE FOIE GRAS SUR COULIS DE TOMATE
1,Rouget exotique
1,Pommes de terre aux oignons et au lard
1,Poulet aux lardons et ratatouille
1,Tian Printemps-été-automne de la baronne
1,Crumble poireaux mâche et lardons
0,Tarte légère poivrons fromage de chèvre
0,Terrine crétoise au Carré Frais
2,Brownies aux framboises
1,Blanquette de veau à ma façon
1,Fricassée de saumon et de turbot
0,Couronne de saumon fumé
2,Roses des sables au chocolat à la crème
1,Pommes de terre farcies
1,Curry pilaf au rice cooker
1,Gratin de courgettes de la montagne
0,Terrine de lotte aux herbes
2,Kodé niébé
1,Pâtes à la chair à saucisse simple
0,Tartare de saumon au chèvre pimenté
2,Cheesecake français
1,Filets de Saint-Pierre au beurre d'orange
1,Tourte marie-laure
1,Riz au jus d'orange
1,Wok de poulet curry aux ananas caramélisés
2,Tarte à la rhubarbe facile et rapide
1,Thon à la persillade
2,Muffins à la Cannelle
1,Epaule d'agneau rôtie aux épices douces
1,Curry de poulet
0,Mille-feuilles de pommes de terre au chèvre
2,Pistachiers aux fraises de Marielle (19ème rencontre)
1,Truites au Riesling et aux petits légumes
1,Curry de poulet crémeux
2,Délice glacé chocolat-marron
2,Terrine de chocolat aux framboises
1,Lentilles et Saucisses façon Laurent
0,TERRINE DE FOIES DE VOLAILLE AUX POMMES
1,Tourte du volailler
0,Hamburger de foie gras
2,Madeleines faciles
2,Brioches perdue aux pépites de chocolat
0,Croque-thon
2,Croquignoles de Lili et Jeanne (4ème rencontre marmiton)
2,Stollen rhénan (pain de Noël allemand)
2,Catchucha
0,Bagels
1,Poulet rôti farci de Julie
2,Beignets de pissenlits
1,Agneau ou Porc Patacon
1,Corned beef aux oignons.
1,Poisson aux herbes du jardin
2,Progrès (gâteau)
2,Charlotte aux noix et au café
2,Gâteau banane et caramel
0,Chopska salata / salade du berger (Bulgarie)
1,Rosés des prés à la grecque
0,Bouchées à la reine maison
1,Risotto aux champignons facile
1,Tajine de poissons
1,"Tajine poulet, dattes, abricots secs et amandes"
0,Confit de fond d'artichaut
1,Gambas Thaï Sautées au Gingembre et Basilic
1,Blanquette simplette de poulet
1,Chili à ma façon
1,Gratin d'épinards au lard
0,Tartelettes aux cèpes
0,Velouté bicolore
1,Brochettes de boeuf au soja et à la lavande
2,Gâteau à la faisselle noix de coco framboises
1,"Tagliatelles au pesto, chèvres et bacon"
2,Petits oeufs battus glacés à l'orange et aux fruits
1,Cuisse de dinde en croûte d'herbes
1,Tajine de saumon
1,Lentilles du puy à la cannelle
2,Broyé du Poitou aux noix
1,Papillotte de saumon du soleil
2,Tarte Cauchoise (Normandie)
1,Courgettes farcies quinoa et lentilles
2,Crèpe bretonne par un périgourdin
0,"Salade de haricots verts et soja, vinaigrette à l'orange, miel et huile de truffe, de Marielle (19ème rencontre)"
0,Soupe carottes courgettes et curry
1,Boeuf à la mode (braisé)
2,"Tarte au fromage blanc, citron et amandes"
0,Roulés de jambon au chou-fleur
1,Salade de boeuf sauce aux herbes
1,Burger egg (Hamburger à l'oeuf)
1,Pommes de terre farcies au jambon fumé
0,Gambas flambées rapides
2,Tarte aux fraises et aux kiwis
0,Terrine de campagne maison
1,Quenelles de Brochet façon Jojo
2,Cake de Noël aux marrons
0,"Damier de boudins, navets et lait de coco"
0,Pain perdu à la fourme d'Ambert
1,Petit chili-cake entre amis
2,Dessert aux pommes
1,Poulet au curry et poivron
0,Tartelette tatin aux endives et reblochon
1,Croque-monsieur au pesto de Crousti
1,Crêpes à la levure de boulanger
1,Mouclade rochellaise
1,Poulet aux raisins secs et au roquefort
1,Le bourguignon de mon papa!
2,Gâteau léger à la carotte
0,Bouchée de concombre à la crème de betterave
1,Pavés de saumon à la fondue de poireaux et graines d'anis
0,Soupe aux fanes de carottes (ou verdure)
0,Potage carottes poivrons
0,"Salade trois couleurs (pomme, tomate et concombre)"
2,Gateau froid à l'ananas
2,Charlotte aux nectarines
2,Chocolate cheesecake marbré
2,Gâteau tout léger pommes-citron-gingembre
0,Purée de chou-fleur au four
1,"Tajine de veau, carottes et abricots secs"
0,Mousse de saumon en terrine
2,Cake au Yaourt et à la Verveine
0,Iman évanoui
0,Cake au roquefort
2,Gâteau de marrons nappé de chocolat noir
0,Ma salade d'avocat
2,Marbré aux pommes tatin
1,"Boeuf au curry, pâtes et bouillon de légumes"
2,Tarte aux poires chocolat et mascarpone
2,Bananes vapeur mode antillaise
1,Pastilla de Fez à la pintade (28ème rencontre)
2,Gelée au chocolat
2,Château fort d'anniversaire
1,Potage à l'orge des Grisons (Suisse)
0,Terrine de courgettes aux herbes fraîches
1,Poulet Azar (Recette tunisienne)
0,Potage rose
1,Croissant jambon curry
0,Tarte de l'impro au poulet
0,Salade fraiche d'avocats
1,Pâtes farcies au veau à la sauce tomate
1,Pennoni au pesto de pistaches et d'olives noires
1,Pain Perdu des Montagnes
2,Dessert aux épices et aux fruits rouges
2,Gâteau passe-partout
2,Brioche légère
1,Tian d'aubergines et poivrons
0,Mousse de carottes au thon
0,"Salade navets blancs, radis roses pommes granny et vinaigrette à l'orange"
0,Salade de mâche au chèvre
2,Gâteau aux mirabelles et au fromage blanc
2,Gâteau pommes kiwi
2,Gâteau à la banane à la poudre d'amandes
1,Tagliatelles aux brocolis sauce gorgonzola
0,Bricks boeuf poireau
2,La croustitarte pommes/chocolat de Fab
0,Soupe méridionale
1,Moules au lard et au vin blanc
1,Gnocchiflette
1,Fondue alsacienne
0,Brick de brie à la moutarde
1,Dés de foie de veau aux oignons et au vin blanc
1,Emincé de volaille à la  thaïlandaise
1,Poulet provençal au citron et aux  fenouils
2,Muffins au goût de truffes en chocolat
0,Coquille saint jacques nature 'manguite'
0,Muffins salés jambon courgette
1,Filet mignon aux échalotes confites
1,Cannellonis mascarpone et parmesan
1,Magrets de canard au caramel
0,Salade de roquette Saint-Jacques et poires
1,Poulet au whisky de Mémé Louise (facile)
2,Crème pâtissière légère
0,Explosion de camembert
0,Magrets de canard  dans sa sauce de vinaigre balsamique et figues
2,Biscuits de Noël aux noisettes (Nüsskipfel)
0,Feuilleté à la parisienne cloclo
2,Tarte aux pommes golden
2,Dessert frais ananas-coco (verrine)
1,Tarte flambée au munster
1,Risotto à la dinde et aux poivrons
1,Joue de porc façon sophie
1,Steak tartare au vinaigre balsamique
2,Château en moka d'anniversaire
1,Chou-fleur à la polonaise
1,Pâtes aux merguez
1,Lotte panée au poivre vert
1,Mijoté d'agneau aux poivrons fondants
1,Surprise soufflée au fromage
2,Gâteau aux pommes facile au fromage blanc
1,"Canard au calvados, cidre et pommes"
1,Mi-cuit de thon façon sushi et compotée de kiwi
2,Pommes fondantes à la crème de marron
1,Rôti de porc mariné au raisin
1,Tarte au maroilles et au fromage blanc
1,Tarte aux pommes de terre et au roquefort
1,Poulet au pineau
2,Dacquoise
2,Confiture pêches - bananes de sandrine
1,Rouleaux de foies de volaille à l'oseille
2,Spritz parfumés à la mirabelle
0,Salade de torsades multicolores et amandes
0,Terrine de lapin de mon arrière grand-mère
0,Oeufs de cent ans (Chine)
0,Flan aux girolles et lardons
1,Papillotes d'escalopes miam-miam
2,Clafoutis à l'ananas rapide et facile
1,Sauté de Dinde Caramélisée ( Miel/Citron)
2,Coupe marbrée à la fraise
2,Charlotte légère aux  framboises de Karo
2,Riz au lait choco-menthe
2,Gâteau aux Marrons de Mémé Claude
0,Quiche au saumon et champignons
2,Gâteau coeur au nutella (version Fourrées Blondes)
1,Délicieux poulet aux aubergines et à la mozzarella
1,Gâteau de semoule salé
1,Tarte aux légumes et crabe
1,Andouillette en papillote
0,Soupe potiron et radis noir
1,Timbale aux deux saumons
1,Mizutaki au poulet (Japon)
1,Courgettes rondes farcies au poisson et quinoa
2,Tarte du pays de mayenne
1,Poêlée de fruits de mer économique et facile
2,Tarte aux framboises et ganache au chocolat blanc
2,Clafoutis aux framboises et aux pignons
1,Omelette à la feta
0,Quiche au saumon frais et à la courgette
1,Seiches aux mangues
0,"Velouté d'artichauts, chanterelles et poivrons"
1,Paupiettes de chou aux 2 saumons de Valérie
2,"CLAFOUTIS AUX POMMES, AMANDES ET CALVADOS"
2,Gâteau au chocolat de mon enfance
1,Tofu Mariné au Four
0,Salade aromatique au saumon
0,Poêlée de pommes de terre aux oeufs
2,Crème anglaise à la réglisse
0,Rillettes de saumon
1,Jambon grillé
1,Tourte aux légumes et thon
1,Tagliatelles aux épinards
2,Palet glacé au citron
2,Rochers à la noix de coco façon lili
1,Magret de canard à la gelée de thé et au thé Marco Polo
2,Diplomate aux abricots et au rhum
1,Knèpfles (5ème Rencontre Marmiton)
1,Pieds paquets (maison)
2,Tarte normande aux pommes et aux raisins
1,Choucroute alsacienne au collet
1,Omelette aux tomates séchés
1,Riz aux courgettes et reste de poulet rôti
2,Pain d'épices aux noisettes et aux fruits
0,Groin d’âne aux lardons
0,Verrine tout poivron
2,Tarte créole aux pommes
1,Fondue au pinot noir
1,Poulet korma (Inde)
0,Huitres feuilletées au cidre
0,Feuilletés au foie gras
1,Aumonières aux aubergines et à la ricotta
2,Salade des îles aux fruits exotiques
0,Pâté de saumon au paprika
1,Filet mignon au lait de coco
0,Tarte à l'oignon facile
1,Pâtes à la ricotta et huile au basilic
2,Crèmes persanes de Mamie Yvette
1,Hachis et chou
0,Tartine de jambon de bayonne au parmesan
2,Charlotte pêches-mangue et spéculos
1,Rouleaux de printemps
1,Escalopes de saumon au Saint-Moret
1,Rognons d'agneau au Sancerre rouge
1,Poivrons farcis au poulet et aux tomates
1,Pâtes au thon et olives
1,Filets de Maquereaux de Dieppe
1,Aubergines aux poivrons et pignons de pin
1,Penne au saumon fumé et à la crème fraiche
1,Nouilles sautées au poulet et aux légumes
2,Petits flans à la vanille simples
0,Tajine aux écrevisses
2,Le gâteau de Minon (Alsace)
1,Rognons de veau sauce moutarde au genièvre
2,L'exquise mais trop méconnue recette du gâteau à la farine de châtaignes
1,Gratin de légumes du soleil au pistou
0,Encornets au curry
1,Emincé de poulet et crème plaisir
1,Pâtes Pita
0,"Salade de quinoa et de lentilles, vinaigrette au miel"
0,Sardines grillées sauce au yaourt
1,Courgettes farcies au veau haché et beaufort
1,Potage de riz façon grand-mère
2,Tiramisu aux fraises et gingembre
0,Salade grecque
2,Moricaud : fondant au chocolat et aux amandes
2,Pommes gourmandes express
2,Verrine glacée aux framboises
0,Champignons farcis à la milanaise
2,Tarte express aux amandes
2,Sorbet au chocolat blanc et violette
0,Salade piémontaise de Titou
1,Tarte Poulet Courgettes Roquefort
2,Mousse de bailey's aux éclats de Kinder
2,"Cookies light , moelleux et très rapides"
2,Tarte à la rhubarbe meringuée
1,RÔTI DE CABILLAUD ET CHAMPIGNONS DE PARIS A LA PROVENCALE
1,Saumon en croûte d'épices et sa crème miellée
1,Ragoût de poulet à la roumaine
2,Tarte aux poires et aux petits suisses
1,Escalope de dinde à la sauce tomate et thym
2,Tarte aux mirabelles façon crumble
2,Pizza au fromage blanc
2,Pudding au chocolat
1,Restes de nachos : l'omelette mexicaine
2,Tarte sucrée au potiron et à la cannelle
0,Soupe d'endives
0,Gâteau de tomate à la mozzarella
1,Paupiettes de porc à la Provencale
2,Pommes au riz meringuées
1,Soupe de poisson marseillaise de lucette
2,Tiramisu aux spéculoos et chocolat
1,Lasagnes PestoMozza
2,Crumble pommes bananes
1,Cordon bleu de la mer
0,Cake aux champignons et au cantal
1,Coquillettes à l'italienne
0,Salade de Saint-Jacques aux crevettes
2,Surprenant pain d'épices pour envies subites
1,Boulettes au gingembre
1,Pâté de viande facile
1,Curry de noix de Saint Jacques
2,Pommexpress
2,Tarte à la mousse d'ananas et au rhum
1,Curry de crevettes express
0,Entrée de saumon frais et de saumon fumé
2,Terrine d'agrumes au thé
1,"Poulet aux langoustines, lotte, écrevisses"
2,Cookies aux noisettes ** très facile **
1,Rôti haché très simple
2,Mousse au chocolat noir et à la violette
1,Asperges au jambon gratinées
2,Cheesecake au vinaigre balsamique de Laurence
2,Doigts de Fée d'Emily
1,Bouillabaisse du cabanon
2,Tarte pommes pêches de Flo
2,Tarte sablée aux myrtilles
0,"Bricks aux navets, roquefort et lard fumé"
1,"Gratin de pommes de terre, panais et carottes"
2,Chaussons aux pêches
2,Anzac Biscuits
1,Tajine de lotte
1,Purée de courgettes très simple
1,Côtes de veau à la tomate et aux olives
1,Tarte fête de la couleur
0,Wraps crudités et jambon
2,Coupe tiramisu et mousse au chocolat
2,Gâteau à la carotte (THE recette américaine !)
0,Tourte alsacienne au porc
1,Hamburger au poulet
1,Merlu blanc et chou-fleur
2,Génoise à la crème pâtissière et glaçage au chocolat
0,Potage aux tomates et aux scampi
1,Saumon mariné à l'indienne
1,"Cuisses de canard aux carottes, champignons et pruneaux"
0,Poivrons au thon
1,Vermicelles chinois sautés au poulet
0,Gaspacho aux tomates Jaunes ou San Marzano
0,Pain de sole à la langouste
0,Salade de pâtes au pesto alla vero
1,Magret de canard au miel et au citron et sa fondue de navets
1,Bar rôti aux herbes
0,Miettes de crabe et pamplemousse
0,Soupe carotte potiron pomme
2,Oreillettes de Mamie Arlette
1,Fondue au fromage suisse
1,Tagliatelles aux noix de St-Jacques (ou crevettes)
0,Merveille du potager (soupe)
0,Tarte Tomates et Pecorino Pepato
2,Crumble express aux framboises et au chocolat
1,"Filets de limande, beurre au citron"
0,Foie gras à la confiture de figues
1,Curry de poisson à la noix de cajou
1,LENTILLES à L'ESPAGNOLE
1,Gâteau de crêpes à la béchamel
2,Tarte renversée aux poires caramélisées (tatin)
1,Spaghettis au chèvre et tomates
0,Salade de crevettes et chou chinois
2,Clafoutis aux bananes et coco
0,Beignets de courgettes aux riz
2,Verrines de mousse au chocolat au rhum et à l'ananas confit (16ème rencontre)
1,Soupe des trois continents
0,Foie de lotte en conserve
1,Filet de poulet compagnard
1,Petite marmite de saumon
0,Potage crémeux de betteraves
2,Gâteau crétois aux pommes
1,Crêpes poulet - curry
0,Sardines marinées au citron et carottes
2,Galette des Rois
1,Picado
1,Jambon pané
0,Cake jambon gouda
1,Duo de poisson en sauce
1,Dindonneau lard et à la sauce tomates
1,Linguine aux épinards et aux deux saumons
1,Brocolis d'amoureux à la crème de Boursin aux champignons
0,Carottes à l'huile d'olive ( turquie )
1,CAKE // PAIN AUX AUBERGINES
1,Tourte feuilletée aux 2 patates (torta de hojaldre patata-boniato)
0,Oeufs cocotte en bouchée feuilletée
2,Entremets aux framboises et à la ricotta
1,Le gratin de pâtes au reblochon
1,Blancs de poulet à l'alsacienne
2,Shortbread
1,Tanche au vinaigre balsamique (recette d'après pêche)
1,Crevettes marinées à l'ail
1,Poulet basquaise
1,FRITADA
1,Chou aux saucisses (Réunion)
1,Mousses haricots et lentilles en duo
1,Rouelle de porc au vinaigre balsamique
1,Côtes de Porc Flambées au Cognac
2,"Cake au potimarron, chocolat, cannelle"
1,Pain pizza
0,Terrine de courgettes et moules
1,Filet mignon de porc au yaourt
2,Meringue au Cola
1,Crevettes à la feta
2,La Crème minute
2,Gâteau au sucre (micro-ondes)
2,Gâteau glacé au fromage blanc
1,Rôti de veau à la cocotte
1,Wok de légumes verts
1,Macaroni aux carottes et à la saucisse
1,Blanquette de veau à la ratatouille
2,Crumble aux pommes et aux pruneaux
0,Timbales de loup aux morilles
1,Roulés briochés de jambon à la feta
2,MOELLEUX DELICE POIRES-AMANDES
1,Dinde à l'ancienne
1,Gratin de macaroni à la feta
2,Mousse de petits-suisses au café
2,Fondant à l'orange glaçage à l'orange
0,Muffins au poulet
0,Shortbreads à ma façon
1,"Gratin de pâtes, courgettes et poulet au curry"
2,Tiramisu aux spéculoos à ma façon
1,Choux de bruxelle à la bière et à la moutarde
1,Lasagnes aux courgettes et au chèvre
1,Escalope de veau Van Dottem
2,Tiramisu aux fruits nappé de chocolat
1,Artichauts poivradés farcis
1,Blanc de poulet émincé aux flageolets
1,Tarte aux poivrons et jambon de Bayonne
1,Risotto aux crevettes et poivrons
1,Poulet au sésame et au safran
1,"Divins spaghetti aux asperges, fèves et pois gourmands"
1,Poulet aux champignons  et brocolis
1,Haricots verts à la chilienne
1,"Faux risotto saumon, thon, fenouil express"
1,Pâtes gourmandes au poivron rouge
2,Muffins au potiron et noix de coco
2,Petits Beurre au citron
1,Porc au lait de coco (Tahiti)
1,"Tarte au chèvre chaud, lardons et miel"
2,Gâteau mangue chocolat
1,Chakchouka
2,Charlotte légère et rapide aux poires
0,Cake au tarama
1,Escalopes de dinde à la banane
1,Brochette de boulette de boeuf
1,Salade de papaye verte (Laos)
0,Baguette au fromage frais de Lucie
2,Cake aux abricots moelleux
0,Croque Monsieur au steak hâché
1,Courgettes farcies au saumon
1,Epaule d'Agneau Marocaine
2,Glace à la banane pour les bébés
2,Crêpes d'une mémé bretonne
1,Soupe provençale au chou fleur
1,Poulet aux citrons à ma façon
2,Soufflé au pain d'épices et noix de cajou
0,Tourin à la tomate
0,Fromage de chèvre en brioche
1,CANARD LAQUÉ AUX FIGUES ET AU MIEL
2,Tiramisu à la rhubarbe sans oeuf
0,Tiramisu aux 2 tomates de Vali (13ème rencontre Marmiton)
2,"Gâteau à l'ananas (sans lait, sans blé, sans soja, sans gluten)"
1,Nids aux crevettes
0,Aubergines confites
1,Spaghetti aux câpres et au poivre vert
0,Soupe au céleri et aux épices
1,Gratin de merlan aux courgettes
2,Beignets aux pommes de ma grand-mère
1,Soupe facile et légère
1,Pâte à pizza façon mamie
1,"Tarte épinards, poivron et feta"
2,Gâteau au fromage blanc et aux pommes
2,Très bonne tarte au chocolat
1,Saumon-crevettes et  fondue de poireaux
2,Crème glacée au chocolat très facile
0,Crumble de courgettes au boursin
1,Veau au vin blanc et aux olives
2,Gâteau de semoule aux poires pochées
0,Pain de blettes
0,Cake aux lardons et blanc de dinde
1,Filet mignon flambé au whisky
0,Figues en aumônières
1,Tarte saumon surimi
2,Pâte à tarte toute simple
2,Tarte vigneronne
2,Galette comtoise de Tata Chantal
2,Compote bicolore aux prunes et mirabelles
1,Petits pois carottes sauce boulettes de viande
2,Mousse très chocolat au siphon
1,Mille-feuilles de saumon
1,Pommes de terre aux rousses
2,Sabayon aux poires et kiwis gratiné
1,Snert (Hollande)
1,Cuisses de poulet aux 3 poivrons et aux olives de Nyons
1,Poule faisane aux truffes et mousse de foie gras
1,COURGETTE FARCIE
1,Le thieboudienne (Sénégal)
2,Mini muffins coco-choco
0,Salade de crabe 'cocktail'
1,Pâtes au saumon fumé et chicons à la crème
1,Chili con carne Vénézuelien
0,Velouté tomates et champignons
1,Gratin de poisson aux carottes et aux courgettes
2,Poires pochées au vin blanc et aux épices
1,Tajine de poulet à la française
0,Tarte aux courgettes et au cumin
1,Poitrine de veau au lard sauce ménagère
0,Tartines au saumon fondant
2,Gâteau fondant et léger aux myrtilles et à la vanille
0,Croustillants de crabe aux herbes
1,Poulet paysan et pommes de terre rissolées
1,Risotto aux cèpes (Italie)
0,Salade légère saumon crevettes
1,Daurade d'Outre-Mer
1,Crevettes aux gombos
0,Papillotes fraîches de saumon au crabe
1,Emincés de dinde légers menthe citron
1,Brochettes de porc panées
0,Bisque de homard aux raviolis frais
1,Blancs de poulet farcis au Pont-L’Évêque
1,Boeuf bourguignon made in JYH
0,Champignons marinés à l'huile d'olive
2,Cake à l'orange
0,Crèpes thaïlandaises au lait de coco (kanom krok)
1,"Gaufres à la courgette, emmental et lardons"
1,Tarte à la fourme d'Ambert
1,Gratin de pâtes à l'arrabiata
2,Fondue au chocolat noir
2,Cake speculoos nutella
0,Muffins au thon à la tomate et ciboulette
2,"Gaufres végétariennes (sans lait, ni crème, ni beurre)"
0,Chévre aux poires
1,Crevettes aux petits légumes
2,Tarte rapide et délicieuse au fromage blanc
2,Cheesecake Made in USA light !
0,Vermicelle de riz au potiron
0,Soupe de légumes à la tomate (micro-ondes)
1,Riz à la mexicaine express facile
2,Gâteau au yaourt sur coulis de bleuets / violettes
0,Oeufs Mimosa au saumon : C'est bon !
0,Araignées de mer du pêcheur
1,Coeurs de volaille flambés
1,Sauce de boulettes de ma grand-mère
1,Thon basquaise
0,Cake-flan au comté
1,Colombo de poulet à la guadeloupéenne
1,Gratin de riz à la béchamel
